sentence,ambigous_word,label,sense
"['ചോദ്യത്തിനു/N_NN', 'തക്കതായ/JJ', 'ഉത്തരം/N_NN', 'പറയാൻ/V_VM_VNF_INF', 'തോന്നായ്കയാൽ/V_VM_VNF', 'വരരുചി/N_NN', 'വിഷണ്ണനായിത്തീർന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഓഹോ/N_NN', 'കാണുകയും/V_VM_VNF', 'പഠിക്കയും/V_VM_VNF', 'എന്നു/CC_CCS_UT', 'മകൻ/N_NNP', 'ഉത്തരം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['സ്ത്രീ/N_NN', 'കേട്ടിട്ട്/V_VM_VNF', 'ഉത്തരം/N_NN', 'പറയാതെ/V_VM_VNF', 'അകത്തേക്കു/N_NN', 'കടന്നുപോയി/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['അങ്ങോട്ട്/RB', 'എന്തെങ്കിലും/DM_DMR', 'ചോദിച്ചാലും/V_VM_VNF', 'പറഞ്ഞാലും/N_NN', 'എല്ലാറ്റിനും/N_NN', 'ഉത്തരം/N_NN', 'കടുവാ/N_NNP', 'പെറ്റു/V_VM_VNF_VBN', 'പുലി/N_NNP', 'പെറ്റു/V_VM_VNF_VBN', 'എന്നുമാത്രം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['ഇതിനു/DM_DMD', 'ഉത്തരമൊന്നും/N_NN', 'പറയാതെ/V_VM_VNF', 'ഇറങ്ങിപ്പോയി/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ശാന്തിക്കാരൻ/N_NN', 'നമ്പൂരി/N_NN', 'ഉത്തരം/N_NN', 'പറയുകയും/V_VM_VNF', 'രണ്ടുപേരും/N_NN', 'കൂടി/PSP', 'അങ്ങോട്ടു/V_VM_VNF_VBN', 'പോവുകയും/V_VM_VNF']",ഉത്തരം,3,ഉത്തരം
"['കാര്യമെന്താണെന്ന്/V_VM_VNF', 'ആരെങ്കിലും/PR_PRQ', 'ചോദിച്ചാൽ/V_VM_VNF_COND', 'ഭഗവതിക്കറിയാം/V_VM_VF', 'എന്നു/CC_CCS_UT', 'ഉത്തരം/N_NN', 'പറഞ്ഞത്/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['അവരോടാരെങ്കിലും/N_NN', 'ജാതിയെന്താണെന്നു/V_VM_VF', 'ചോദിച്ചാൽ/CC_CCD', 'അമ്പലവാസി/N_NN', 'എന്നാണ്/CC_CCS', 'ഉത്തരം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['ഉച്ചസമയത്ത്/N_NN', 'അകാരണമായിക്കേട്ട/JJ', 'കൊട്ടിന്റെ/N_NN', 'കാരണമറിയുന്നതിനായി/N_NN', 'വന്നുകൂടിയിരുന്നവരെല്ലാം/N_NN', 'മാരാരുടെ/N_NN', 'ഉത്തരം/N_NN', 'കേട്ടു/V_VM_VF', 'പൊട്ടിച്ചിരിച്ചു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['അസമയത്ത്/N_NN', 'ഇതിലേ/N_NN', 'കടന്നുപോകുന്നതാരാണ്/N_NN', 'എന്നു/CC_CCS_UT', 'ചോദിച്ചു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['നമ്പി/N_NN', 'ഉത്തരമൊന്നും/N_NN', 'പറഞ്ഞില്ല/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['അതിനു/DM_DMD', 'ഉത്തരമായി/RB', 'നമ്പി/N_NN', 'മനസ്സോടുകൂടി/RB', 'നിങ്ങളെ/PR_PRP', 'വിട്ടയയ്ക്കുകയില്ല/V_VM_VF', 'പോകാമെങ്കിൽ/CC_CCS', 'പൊയ്ക്കൊള്ളണം/N_NN', 'എന്നാണു/N_NN', 'പറഞ്ഞത്/V_VM_VNF']",ഉത്തരം,3,ഉത്തരം
"['അതിനു/DM_DMD', 'ഉത്തരമായി/RB', 'മഹാരാജാവു/N_NNP', 'തിരുമനസ്സുകൊണ്ട്/V_VM_VF', 'നാടുവാഴുന്നത്/V_VM_VNF', 'അമ്മയാകയാൽ/V_VM_VNF', 'അമ്മയുടെ/N_NN', 'കല്പനപ്രകാരം/N_NN', 'കാര്യങ്ങളൊക്കെ/RB', 'നടക്കേണ്ടതാണ്/V_VM_VNF']",ഉത്തരം,3,ഉത്തരം
"['മഹാരാജ്ഞി/RB', 'ശരിയായ/JJ', 'ഉത്തരമൊന്നും/N_NN', 'തോന്നാതെ/V_VM_VNF', 'കുഴങ്ങി/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['സായ്പു/N_NN', 'ഉത്തരം/N_NN', 'പറയാനായി/RB', 'ഭാവിച്ച/V_VM_VNF_RP', 'സമയം/N_NN', 'തിരുമനസ്സുകൊണ്ടു/PSP', 'തൃക്കണ്ണു/N_NN', 'തുറന്നു/V_VM_VF', 'സായ്പിന്റെ/N_NN', 'ഒന്നു/QT_QTC', 'നോക്കി/V_VM_VNF']",ഉത്തരം,3,ഉത്തരം
"['നല്ലപോലെ/RB', 'ആലോചിച്ചു/V_VM_VF', 'ഉത്തരം/N_NN', 'പറയുക/V_VM_VINF', 'എന്നു/CC_CCS_UT', 'വീണ്ടും/PSP']",ഉത്തരം,3,ഉത്തരം
"['നാളെത്തന്നെ/PSP', 'ഉത്തരം/N_NN', 'അറിയിച്ചുകൊള്ളാം/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['എന്താണിതിനു/N_NN', 'ഉത്തരം/N_NN', 'പറയേണ്ടതെന്നു/V_VM_VF', 'വിചാരിച്ചുംകൊണ്ട്/N_NN', 'നിൽക്കുമ്പോൾ/V_VM_VNF', 'മുട്ടസ്സുനമ്പൂരി/N_NN', 'കൈയും/N_NN', 'കഴുകി/V_VM_VNF_VBN', 'പടിക്കലിറങ്ങിപ്പോവുകയും/V_VM_VNF']",ഉത്തരം,3,ഉത്തരം
"['സിദ്ധൻ/N_NN', 'ചാരലക്ഷണമാത്രത്താൽ/N_NN', 'ആഗമനോദ്ദേശത്തെ/N_NN', 'ധരിച്ചതായും/N_NN', 'ഭഗവതീപ്രസാദത്താൽ/N_NN', 'പ്രശ്നങ്ങൾക്ക്/N_NN', 'ഉത്തരം/N_NN', 'അരുളിച്ചെയ്തതായും/N_NN', 'കാണിച്ചപ്പോൾ/V_VM_VNF', 'നരഹത്യാപരാധത്തിന്/N_NN', 'ഉത്തരം/N_NN', 'പറവാൻ/V_VM_VNF', 'അരക്ഷണം/N_NN', 'കൊണ്ട്/PSP', 'രാജാധികാരഗ്രസ്തനായി/RB', 'അവിടന്ന്/V_VM_VNF', 'യാത്രയാക്കപ്പെട്ടു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['“/RD_PUNC', 'അതെന്തോന്നു/V_VM_VF', 'പിള്ളേ/N_NN', '”/RD_PUNC', 'എന്നു/CC_CCS', 'ചോദിച്ച്/V_VM_VNF', 'ഉത്തരം/N_NN', 'കിട്ടാതെ/V_VM_VNF', 'ധാവനത്തെത്തുടർന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരം/N_NN', 'യുവാവിന്റെ/N_NN', 'സത്യസന്ധതയെക്കുറിച്ച്/V_VM_VNF', 'മഹാരാജാവിനുണ്ടായിരുന്ന/V_VM_VNF', 'വിശ്വാസത്തെ/N_NN', 'സ്വല്പം/QT_QTF', 'ഒന്നു/QT_QTC', 'ചലിപ്പിച്ചു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['പാഷണ്ഡമുഷ്കരന്മാരുടെ/N_NN', 'ഗതികൾ/N_NN', 'വ്യത്യസ്തസംഗതികളാണെന്നു/V_VM_VF', 'കേശവപിള്ള/JJ', 'ഉത്തരം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['വൃദ്ധ/JJ', 'ദീനസ്വരത്തിൽ/N_NN', '“/RD_PUNC', 'ആരത്/V_VM_VNF', '”/RD_PUNC', 'എന്നു/CC_CCS', 'ചോദ്യംചെയ്യുന്നു/V_VM_VF', '“/RD_PUNC', 'നന്തിയത്തൂന്ന്/V_VM_VNF', '”/RD_PUNC', 'എന്ന്/CC_CCS', 'ഉണ്ണിത്താൻ/V_VM_VNF_INF', 'ഉത്തരം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരം/N_NN', 'കേട്ട്/N_NN', 'കേശവപിള്ള/JJ', 'കുറച്ചുനേരം/N_NN', 'ആലോചനയോടുകൂടിയിരുന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരം/N_NN', 'എത്രതന്നെ/RB', 'ദീർഘമോ/V_VM_VNF', 'അപഥ്യമോ/N_NN', 'ആയാലും/V_VM_VNF', 'കേൾക്കാൻ/V_Vമുൻകാലങ്ങളിലെ', 'സന്നദ്ധനും/V_VM_VNF', 'സന്തോഷവാനും/V_VM_VNF', 'എന്നുള്ള/CC_CCS', 'ഭാവത്തിൽ/N_NN', 'നിന്നു/PSP']",ഉത്തരം,3,ഉത്തരം
"['വൈരംവച്ച/V_VM_VNF_RP', 'ചോദ്യത്തിന്/N_NN', 'ഉമ്മിണിപ്പിള്ള/JJ', 'ആശാൻ/V_VM_VNF_INF', 'ഉത്തരം/N_NN', 'പറയട്ടെ/V_VM_VNF']",ഉത്തരം,3,ഉത്തരം
"['രാജന്യകുലീനയായ/JJ', 'പരമപാവനയുടെ/N_NN', 'പ്രാതിനിധ്യം/N_NN', 'വഹിക്കുന്നതിലേക്ക്/N_NN', 'എന്തവകാശം/N_NN', 'എന്ന്/CC_CCS_UT', 'അരുളിച്ചെയ്താൽ/N_NN', 'ചോദ്യത്തിന്/N_NN', 'ഉത്തരം/N_NN', 'പറയാം/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['പണ്ടു/N_NST', 'കാട്ടേണ്ടിയിരുന്നപ്പോൾ/V_VM_VNF', 'മറന്നിരുന്ന/V_VM_VNF', 'വൈരം/N_NN', 'എവിടന്നു/V_VM_VF', 'വന്നു/V_VM_VF', 'എന്നു/CC_CCS', 'ചോദിക്കുന്നതിന്/N_NN', 'ഉത്തരം/N_NN', 'പറയണം/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['കാരണവർ/PR_PRP', 'ഇതിനു/DM_DMD', 'ഉത്തരം/N_NN', 'കാലവും/N_NN', 'വന്നാനല്ലോ/V_VM_VNF', 'മണ്ടയ്ക്കാട്ടു/V_VM_VF', 'ദേവീ/N_NNP']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരം/N_NN', 'കേട്ട/V_VM_VNF', 'ഉടനെ/PSP', 'യുവാവു/N_NNP', 'നിരപരാധി/N_NN', 'എന്നു/CC_CCS_UT']",ഉത്തരം,3,ഉത്തരം
"['അങ്ങേ/N_NN', 'ആത്മാവിന്റെ/N_NN', 'കണ്ണു/N_NN', 'പൊത്താതെ/V_VM_VNF', 'ഉത്തരം/N_NN', 'പറയണം/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['വേലുത്തമ്പിഅമ്മാവനുണ്ട്/N_NN', 'ലക്ഷംപേർക്ക്/N_NN', 'ഉത്തരം/N_NN', 'പറവാൻ/V_VM_VNF']",ഉത്തരം,3,ഉത്തരം
"['ചിലർ/N_NN', 'ഉത്തരത്തിനായി/N_NN', 'മറുചോദ്യം/N_NN', 'ചോദിക്കുന്നവരുണ്ട്/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഞങ്ങൾ/PR_PRP', 'അദ്ദേഹത്തിനുവേണ്ടി/V_VM_VNF', 'മരിക്കാൻ/V_VM_VNF_INF', 'തയ്യാറാണെന്ന്/V_VM_VNF', 'പ്രധാനിയായ/JJ', 'ഒരാൾ/RD_RDF', 'ഉത്തരം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['ഒന്നിനും/N_NN', 'ഉത്തരം/N_NN', 'പറയാൻ/V_VM_VNF_INF', 'കഴിഞ്ഞതുമില്ല/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഞങ്ങളിൽ/N_NN', 'ചിലരും/N_NN', 'ഒരുമിച്ച്/V_VM_VNF', 'പോയിട്ടുണ്ട്/V_VM_VF', 'എന്ന്/CC_CCS', 'വേടൻ/RB', 'ഉത്തരം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരങ്ങൾ/N_NN', 'തേടും/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ചോദ്യത്തിന്/N_NN', 'ഉത്തരം/N_NN', 'പറയാൻ/V_VM_VNF_INF', 'കുഞ്ഞിരാമൻനായർ/N_NNP', 'ഒന്നു/QT_QTC', 'മടിച്ചു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['എന്താ/N_NNP', 'തോമസ്/N_NNP', 'ചിരിച്ചു/V_VM_VNF_VBN', 'മറിയുന്നത്/V_VM_VF', 'ഉത്തരം/N_NN', 'പറയൂ/RD_RDF']",ഉത്തരം,3,ഉത്തരം
"['ചോദ്യത്തിനുള്ള/JJ', 'ഉത്തരം/N_NN', 'ഇൻസ്\u200cപെക്ടർക്ക്/N_NN', 'നല്ല/JJ', 'നിശ്ചയമുണ്ടായിരുന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['മനസ്സിന്/N_NN', 'യാതൊരു/JJ', 'ഇളക്കവും/N_NN', 'തട്ടിയിട്ടില്ല/V_VM_VF', 'അമ്മുവിൻറെ/N_NN', 'ഉത്തരം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['ചോദ്യത്തിന്/N_NN', 'ഉത്തരം/N_NN', 'എനിക്കറിയാമായിരുന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ചോദിച്ചതിന്/N_NN', 'ഉത്തരം/N_NN', 'ഇല്ലായിരുന്നു/RP_NEG']",ഉത്തരം,3,ഉത്തരം
"['പലപ്പോഴും/RB', 'നമുക്ക്/PR_PRP', 'ഉത്തരം/N_NN', 'മുട്ടിപോവുന്ന/V_VM_VNF', 'സാഹചര്യം/N_NN', 'ഉണ്ട്/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഒരുനാൾ/N_NN', 'ഇതിനെല്ലാം/DM_DMD', 'ഉത്തരം/N_NN', 'പറയേണ്ടി/V_VM_VNF', 'വരും/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ചോദ്യങ്ങൾക്ക്/N_NN', 'ഒരുപാട്/QT_QTF', 'ഉത്തരങ്ങൾ/N_NN', 'നമുക്ക്/PR_PRP', 'കണ്ടെത്താൻ/V_VM_VNF_INF', 'കഴിഞ്ഞേക്കും/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഗണിതശാസ്ത്രത്തിൽ/N_NN', 'ചോദ്യങ്ങൾക്കും/V_VM_VF', 'ഒരേ/JJ', 'ഉത്തരമേ/N_NN', 'ഉള്ളൂ/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['പരീക്ഷക്ക്/N_NN', 'പാഠങ്ങളും/N_NN', 'പഠിച്ചിട്ട്/V_VM_VNF', 'പോയിട്ടും/N_NN', 'ചോദ്യത്തിനുപോലും/N_NN', 'ഉത്തരം/N_NN', 'എഴുതുവാൻ/V_VM_VNF', 'കഴിഞ്ഞില്ല/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['കൂടെ/PSP', 'ജീവിക്കണമെങ്കിൽ/V_VM_VNF', 'ചോദിക്കുന്ന/V_VM_VNF', 'ചോദ്യങ്ങൾക്ക്/N_NN', 'ഉത്തരം/N_NN', 'പറയണം/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ചോദിച്ചതിന്/N_NN', 'ഉത്തരം/N_NN', 'ഇതായിരുന്നില്ല/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['തല്ലിച്ചതച്ചതിനു/N_NN', 'ചോദിയ്ക്കാൻ/V_VM_VNF_INF', 'ചെന്നപ്പോൾ/V_VM_VNF', 'അവർക്കതിന്/N_NN', 'ഉത്തരം/N_NN', 'പറയാൻ/V_VM_VNF_INF', 'സാധിച്ചില്ല/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഒരുപാട്/QT_QTF', 'നാളായി/RB', 'തേടിയ/V_VM_VNF', 'ചോദ്യത്തിന്/N_NN', 'ഇന്ന്/N_NST', 'ഉത്തരം/N_NN', 'കിട്ടി/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ചോദിച്ച/V_VM_VNF_RP', 'ചോദ്യത്തിനു/V_VM_VNF', 'കുട്ടി/N_NN', 'തന്ന/V_VM_VNF', 'ഉത്തരം/N_NN', 'എന്നെ/PR_PRP', 'ഏറെ/QT_QTF', 'സ്വാധീനിച്ചു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരം/N_NN', 'കേട്ടതും/V_VM_VNF', 'മുത്തശ്ശി/N_NN', 'ഒന്ന്/QT_QTC', 'ഞെട്ടി/N_NN']",ഉത്തരം,3,ഉത്തരം
"['ചോദ്യത്തിന്/N_NN', 'മൂളൽ/N_NN', 'മാത്രമായിരുന്നു/V_VM_VF', 'ഉത്തരം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['നന്ദൻ/N_NNP', 'എത്ര/DM_DMQ', 'ചോദിച്ചിട്ടും/V_VM_VF', 'സരസ്വതി/N_NNP', 'ഒന്നുമില്ലെന്നാണ്/N_NN', 'ഉത്തരം/N_NN', 'പറഞ്ഞത്/V_VM_VNF']",ഉത്തരം,3,ഉത്തരം
"['വാക്കുകൾ/N_NN', 'തുടങ്ങുന്നതും/V_VM_VNF', 'അവസാനിക്കുന്നതും/V_VM_VNF', 'ഉത്തരത്തിലാണ്/N_NN']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരത്തിൽ/N_NN', 'നിന്നാണ്/PSP', 'വാക്കുകൾ/N_NN', 'ഉത്ഭവിക്കുന്നത്/V_VM_VNF']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരം/N_NN', 'കിട്ടാത്ത/JJ', 'ചോദ്യങ്ങളും/N_NN', 'ഉണ്ടെന്ന്/V_VM_VNF', 'അവനു/V_VM_VF', 'മനസിലായി/N_NN']",ഉത്തരം,3,ഉത്തരം
"['നന്ദൻ/N_NNP', 'ചോദിച്ചു/V_VM_VF', 'തീരേണ്ട/V_VM_VNF_RP', 'താമസം/N_NN', 'സരസ്വതിയുടെ/N_NN', 'ഉത്തരം/N_NN', 'വന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ചോദ്യങ്ങൾക്കുള്ള/JJ', 'ഉത്തരവും/N_NN', 'ഇടക്കുള്ള/JJ', 'പുഞ്ചിരിയും/N_NN', 'മാത്രം/RP_RPD', 'അവനായി/RB', 'സമ്മാനിച്ചു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരം/N_NN', 'കേട്ടപ്പോൾ/V_VM_VNF', 'മനസ്സിൽ/N_NN', 'ആകാംക്ഷയും/N_NN', 'ചെറിയൊരു/JJ', 'ഭയവും/N_NN', 'നിറഞ്ഞു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['വൈശാഖിന്റെ/N_NN', 'ഉത്തരം/N_NN', 'കേട്ട്/N_NN', 'അയാളൊന്ന്/V_VM_VNF', 'ഇരുത്തി/N_NN', 'മൂളി/N_NN']",ഉത്തരം,3,ഉത്തരം
"['വീണ്ടും/PSP', 'വീണ്ടും/RB', 'ശക്തിയായി/RB', 'വാതിലിൽ/N_NN', 'അടിക്കുന്നതല്ലാതെ/RB', 'പുറത്തു/N_NST', 'നിന്നും/PSP', 'ഉത്തരമൊന്നും/N_NN', 'കിട്ടിയില്ല/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['പെട്ടെന്നുള്ള/JJ', 'ഭദ്രയുടെ/N_NN', 'ഉത്തരം/N_NN', 'കേട്ടതും/V_VM_VNF', 'സ്തംഭിച്ചു/V_VM_VF', 'നിന്നുപോയി/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരം/N_NN', 'പറയാൻ/V_VM_VNF_INF', 'ശ്രമിച്ചെങ്കിലും/N_NN', 'സരസ്വതി/N_NNP', 'ചെവിക്കൊണ്ടില്ല/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['നന്ദന്റെ/N_NN', 'ഉത്തരത്തിനു/N_NN', 'മുൻപിൽ/N_NN', 'കിരൺ/RD_RDF', 'വർമ്മ/N_NN', 'ഒന്നുപതറി/N_NN']",ഉത്തരം,3,ഉത്തരം
"['അനിൽ/N_NNP', 'ഉത്തരമൊന്നും/N_NN', 'പറയാതെ/V_VM_VNF', 'ചിരിച്ചുകൊണ്ട്/V_VM_VF', 'കോടതി/N_NN', 'ഉത്തരവ്/N_NN', 'മേശപ്പുറത്തു/N_NN', 'വച്ചു/V_VM_VNF_VBN']",ഉത്തരം,3,ഉത്തരം
"['ഇന്നത്തെ/N_NST', 'ചോദ്യം/N_NN', 'ചെയ്യലിൽ/N_NN', 'അവരിൽ/N_NN', 'പ്രത്യേകിച്ച്/CC_CCS', 'ഉത്തരമൊന്നും/N_NN', 'കിട്ടിയില്ല/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['നിങ്ങൾക്കുള്ള/JJ', 'ഉത്തരവും/N_NN', 'നൽകാം/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['അദ്ദേഹത്തിന്റെ/PR_PRP', 'ചോദ്യത്തിന്/N_NN', 'അതെ/CC_CCD', 'എന്ന്/CC_CCS_UT', 'ഉത്തരം/N_NN', 'നൽകി/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['തനിക്ക്/PR_PRF', 'മോഹിക്കാനുള്ള/JJ', 'അവകാശം/N_NN', 'പോലുമില്ല/RP_NEG', 'എന്ന്/CC_CCS_UT', 'ഉത്തരം/N_NN', 'നൽകി/V_VM_VF', 'ഒഴിഞ്ഞുമാറി/N_NST']",ഉത്തരം,3,ഉത്തരം
"['അദ്ദേഹത്തിന്റെ/PR_PRP', 'ചോദ്യങ്ങൾക്കുമുള്ള/JJ', 'രാത്രി/N_NN', 'കൊണ്ട്/PSP', 'ലഭിച്ചിരുന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['എന്താ/N_NNP', 'വന്നതെന്ന്/V_VM_VNF', 'ചോദിച്ചാൽ/CC_CCD', 'എന്നെ/PR_PRP', 'കാണാൻ/V_VM_VNF_INF', 'വന്നതാണെന്ന്/V_VM_VNF', 'അവനുത്തരം/N_NN', 'പറഞ്ഞാൽ/V_VM_VNF_COND']",ഉത്തരം,3,ഉത്തരം
"['പെട്ടെന്ന്/RB', 'ആർക്കും/N_NN', 'ഉത്തരം/N_NN', 'കണ്ടുപിടിക്കാനും/V_VM_VNF', 'പറ്റില്ല/RP_NEG']",ഉത്തരം,3,ഉത്തരം
"['ഇന്നുതന്നെ/RB', 'എനിക്കുള്ള/JJ', 'ഉത്തരം/N_NN', 'നൽകണം/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരം/N_NN', 'പകൽ/N_NN', 'പോലെ/PSP', 'സ്പഷ്ടം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['പോകാം/V_VM_VF', 'അച്ഛാ/N_NNP', 'ഉത്തരമായി/RB', 'നൽകി/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['എന്തിനാ/N_NN', 'വെള്ളിയും/N_NN', 'അമ്പലത്തിൽ/N_NN', 'പോണേ/N_NN', 'ചോദ്യത്തിന്/N_NN', 'ഉത്തരം/N_NN', 'മൗനം/N_NN', 'ആയിരുന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['എല്ലാത്തിനും/N_NN', 'ഉത്തരം/N_NN', 'കണ്ടെത്തുമ്പോഴും/V_VM_VNF', 'ഉള്ളിൽ/N_NN', 'കത്തിക്കൊണ്ടിരിക്കുന്ന/V_VM_VNF', 'ചോദ്യം/N_NN', 'കുഞ്ഞിനെ/N_NN', 'എന്ത്/N_NNP', 'എന്നായിരുന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ചന്ദ്രികയുടെ/N_NN', 'കൈ/N_NN', 'ഇറുക്കത്തിൽ/N_NN', 'പൊതിഞ്ഞുപിടിച്ചു/V_VM_VF', 'ഭാമ/N_NNP', 'അതിനു/DM_DMD', 'ഉത്തരം/N_NN', 'കൊടുത്തു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['സംസാരിക്കാൻ/V_VM_VNF', 'ചെന്നാലും/N_NN', 'ഉത്തരങ്ങളും/N_NN', 'ഉത്തരങ്ങളെല്ലാം/N_NN', 'ചിരിയിൽ/N_NN', 'ഒരുക്കും/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['നിറമിഴികളിലൂടെ/N_NN', 'ഉത്തരം/N_NN', 'അജിതക്ക്/N_NN', 'പുതിയ/JJ', 'അനുഭവം/N_NN', 'ആയിരുന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['ഓരോ/QT_QTF', 'പൊട്ടചോദ്യങ്ങൾക്കും/N_NN', 'ശ്രീ/N_NNP', 'എത്ര/DM_DMQ', 'ആത്മാർത്ഥമായാണ്/V_VM_VF', 'ഉത്തരം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['കൈവീശിയുള്ള/JJ', 'ഒരടി/N_NN', 'ആയിരുന്നു/V_VM_VF', 'അതിനുള്ള/JJ', 'ഉത്തരം/N_NN']",ഉത്തരം,3,ഉത്തരം
"['അവൾക്ക്/N_NN', 'കൊടുത്ത/V_VM_VNF_RP', 'ഉത്തരം/N_NN', 'പാക്വതയോടുകൂടിയതായിരുന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['വ്യക്തമായി/RB', 'ഉത്തരം/N_NN', 'തരാനും/V_VM_VNF', 'കഴിയില്ല/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['കണ്ണിൽ/N_NN', 'നിന്നും/PSP', 'വായിച്ചെടുത്ത/JJ', 'ചോദ്യത്തിന്/N_NN', 'പുഞ്ചിരി/N_NN', 'ഉത്തരമായി/RB', 'കൊടുത്തു/V_VM_VNF_VBN']",ഉത്തരം,3,ഉത്തരം
"['യാത്രയുടെ/N_NN', 'അവസാനം/N_NN', 'ഇതിനുള്ള/DM_DMD', 'ഉത്തരം/N_NN', 'നൽകംട്ടോ/V_VM_VNF']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരം/N_NN', 'പ്രതീക്ഷിക്കാതെ/V_VM_VNF', 'അവളിലേക്ക്/N_NN', 'ദൃഷ്ടി/V_VM_VNF', 'പായിച്ചു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['അജിയുടെ/N_NN', 'പ്രസ്താവനക്കുള്ള/JJ', 'ഉത്തരം/N_NN', 'ഞാനൊരു/JJ', 'പുഞ്ചിരിയിലൊതുക്കി/N_NN']",ഉത്തരം,3,ഉത്തരം
"['പറച്ചിലിനും/N_NN', 'ഉത്തരമായി/RB', 'ഞാനൊന്ന്/V_VM_VNF', 'ചിരിച്ചതേ/DM_DMD', 'ഉള്ളൂ/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
"['എന്തെങ്കിലും/DM_DMR', 'ഉത്തരമായി/RB', 'കൊടുക്കണമല്ലോ/V_VM_VNF', 'കരുതി/V_VM_VNF', 'മാത്രം/RP_RPD', 'മറുപടി/N_NN']",ഉത്തരം,3,ഉത്തരം
"['ഉത്തരമായി/RB', 'പറയാതെ/V_VM_VNF', 'അജി/N_NN', 'ചിരിച്ചുകൊണ്ട്/V_VM_VF', 'കേട്ടുകൊണ്ടിരുന്നു/V_VM_VF']",ഉത്തരം,3,ഉത്തരം
